iter	Passed	Remaining
928	4859	371
929	4864	366
930	4868	360
931	4873	355
932	4877	350
933	4882	345
934	4886	339
935	4890	334
936	4895	329
937	4900	323
938	4904	318
939	4908	313
940	4913	308
941	4918	302
942	4922	297
943	4926	292
944	4931	287
945	4935	281
946	4940	276
947	4944	271
948	4949	265
949	4953	260
950	4958	255
951	4963	250
952	4967	244
953	4972	239
954	4978	234
955	4983	229
956	4988	224
957	4993	218
958	4998	213
959	5003	208
960	5007	203
961	5013	198
962	5017	192
963	5021	187
964	5027	182
965	5031	177
966	5035	171
967	5040	166
968	5044	161
969	5049	156
970	5053	150
971	5058	145
972	5063	140
973	5067	135
974	5072	130
975	5077	124
976	5081	119
977	5085	114
978	5091	109
979	5095	103
980	5099	98
981	5103	93
982	5107	88
983	5112	83
984	5116	77
985	5121	72
986	5125	67
987	5129	62
988	5133	57
989	5138	51
990	5143	46
991	5147	41
992	5152	36
993	5156	31
994	5160	25
995	5166	20
996	5171	15
997	5175	10
998	5180	5
999	5185	0
